Round	Rating	RatingOnset	RT	
1	1	243.02448460000005	20.070596199999954	
4	1	391.9492058000001	8.256454200000007	
7	1	431.9071136	7.927584400000114	
10	1	470.63679090000005	8.14398129999995	
13	1	509.0760215	10.73317390000011	
16	1	545.9934994	8.064162399999987	
19	1	582.0356794000002	7.953084499999932	
22	1	618.5107435	7.192275100000188	
25	1	654.2065711	8.127204200000051	
28	1	692.1713825000002	7.909915599999977	
31	1	728.811183	8.466283599999997	
34	1	766.0616407	7.4132549999999355	
37	1	804.5115883999999	7.909477800000332	
40	1	841.0266152000002	8.075238999999783	
43	1	878.9482662000003	8.182567199999994	
46	1	917.2253956000002	9.21860659999993	
49	1	958.3472825000001	8.292969600000106	
52	1	997.6342916000001	8.900786199999857	
55	1	1034.669033	8.596708600000056	
58	1	1071.6841933000003	8.845219499999985	
61	1	1113.2746523000003	8.8818397	
64	1	1156.7062076	9.677143700000215	
67	1	1196.9831095000002	9.113166699999965	
70	1	1247.1690387	8.917535000000044	
73	1	1285.7403701	8.31407820000004	
76	1	1323.2537653000002	9.442176499999732	
79	1	1368.3041605	8.118746900000133	
82	1	1411.8635894000001	8.602849299999889	
85	1	1450.4265272	10.334540199999992	
88	1	1491.1960419	10.62723989999995	
91	1	1534.9933499	9.807578099999773	
94	1	1578.0198982	10.973954200000207	
97	1	1621.7957159999999	9.192038400000001	
100	1	1663.3296381000002	8.103983099999823	
103	1	1705.0254710000002	7.60802220000005	
106	1	1744.6960604000003	10.276664699999856	
109	1	1788.8482780000002	10.06801859999996	
112	1	1827.6731876000001	7.626708199999939	
115	1	1863.3184433	13.27338520000012	
118	1	1904.7466751	9.458578400000079	
121	1	1943.0264249	8.425876900000276	
124	1	1985.4630377	8.56685090000019	
127	1	2024.5824441000002	9.69272890000002	
130	1	2060.3997173	7.874071300000651	
133	1	2096.4193010999998	8.5684368000002	
136	1	2135.2018966000005	13.979375399999299	
139	1	2184.2221902	9.351486599999589	
142	1	2226.1510392	8.883938699999817	
145	1	2268.3082012000004	7.938366499999574	
148	1	2307.4794738	8.496739400000479	
151	1	2348.3390517999997	7.900857700000415	

Start Time: 11:45:53
End Time: 12:25:10
